,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
87.0,7.015835286260656e-07,1.372130354848248e-06,5.7581701940218e-07,2.3770888297359925e-07,6.448626747960146e-07,6.697283709960693e-07,8.737497894357461e-06,1.0667505132473764e-05,1.0000594946212682e-06,1.088560048583843e-05,9.616805479818915e-07,3.3646856141466886e-07,6.610477853451578e-07,7.35445227231646e-07,6.853889322671929e-07,6.303578861009436e-07,4.5651109625446787e-07,8.622889729787241e-07,5.516601923372828e-07,5.763551701283206e-07,6.584500797020681e-07,3.98330650447377e-07,1.1213551233387201e-06,3.512937605152027e-06,9.502376791684496e-07,1.0984648203603852e-06,4.2255215632695384e-07,4.2783615983186506e-07,6.130930865885722e-07,6.549490306319874e-07,1.126372580816674e-06,2.6353825799505194e-06,1.0501178296508217e-06,7.104520469253218e-07,3.6320734709334466e-07,2.470084879765122e-07,7.330717974791e-07,1.067212288590839e-06,5.569765668255152e-07,1.723573070325735e-06,1.84765663491673e-06,2.39157931110976e-06,4.143144340136112e-07,3.9369888747212497e-07,4.183257841217228e-06,1.5049486277070384e-06,1.6957359887042994e-06,1.4623025499814674e-06,3.4737688041002873e-07,2.27093926769378e-06,2.399304066477472e-06,1.1411798676622628e-06,1.24960725034864e-06,1.1462108662725455e-06,1.8759625882822375e-07,8.98304692009955e-07,1.5706169304249202e-07,5.62418252013149e-07,1.927836005112671e-07,2.0890678996294617e-06,1.4676481387644926e-06,5.052427546761643e-07,6.894662883402042e-07,1.3073585851286492e-06,7.144580376302226e-07,9.028046676954388e-07,1.8427030934057962e-06,5.527691562458177e-07,1.201926590193189e-06,1.753801271820644e-07,2.722821855092549e-07,8.607875533808964e-07,8.910222216842518e-07,1.6005485176297861e-07,4.64936974967141e-07,5.9884129118196e-07,9.103224703687587e-07,2.7646764462385815e-07,1.791557497741777e-06,1.2844596400398979e-06,2.1283969349955114e-06,2.3109296964381806e-06,1.635601184372007e-06,1.1399142558015143e-07,1.2495930026623694e-07,2.876285966579891e-07,1.4758922407100958e-06,8.316910381020827e-07,1.7786246058797542e-07,6.761578757546211e-07,6.170678589778325e-07,1.6245025180035544e-07,2.4651924831275213e-06,6.858391884619527e-07,8.104482261278114e-08,6.155053521669763e-07,,,,,,,,,,,,,,,,
88.0,5.642913846197304e-06,6.542933950469104e-07,7.520010136401009e-07,3.702879467809937e-05,2.879664565822563e-06,1.5202865742643722e-06,8.887236700257534e-06,2.949064554451153e-07,3.581499814333428e-07,3.5107980136798013e-07,9.86803371405152e-07,9.915180554932054e-07,5.395776703010213e-07,1.0133474128430258e-06,3.783741942492689e-07,6.733577324130831e-07,5.510863715965221e-06,3.8850432560947905e-07,1.0100743603141438e-06,5.871307887754811e-06,5.979421281541804e-06,1.1649993857077825e-06,2.494023946615463e-06,1.6130142564806276e-06,8.6364047710913e-07,1.350121246133317e-06,4.3968326662388547e-07,1.0477291102348141e-06,4.996651813789768e-07,5.738484880199058e-07,8.414510876853224e-07,6.488707909646387e-07,6.716924376907179e-07,6.13516714617243e-07,4.968269454681987e-07,1.2305272511989943e-06,7.511492280402169e-07,3.997751437156834e-07,3.843388113874043e-07,2.536103550579832e-06,1.165466308735602e-06,2.8467501360846135e-07,2.7674970462603994e-06,6.660171702778415e-06,5.063479017303223e-07,5.392807778881135e-07,1.4190362345788873e-07,3.8102497478585445e-07,7.636940387308437e-07,1.2868377655928434e-06,4.790895949800255e-06,5.669755678614218e-07,4.730029533855263e-06,9.075672273677579e-06,7.97608926071311e-06,8.896785129812597e-07,1.0805137253745622e-06,6.24612861057906e-07,9.998325951618054e-07,1.1158688043398837e-05,9.364479506819612e-07,7.733731592817486e-08,1.514155454786495e-07,6.123312056130252e-07,3.6576285884063627e-07,1.2017551344189683e-06,7.418937003383908e-07,1.2468527225990027e-06,5.500072752674157e-07,6.751863770701252e-07,1.1752707281447686e-06,9.270628625005135e-07,7.843516939890246e-07,2.9468818848072178e-06,5.534785019727895e-07,3.0100103501910297e-06,1.7864547444061996e-06,6.653340409328466e-07,6.683517834731137e-07,2.214741895553791e-06,1.0165181681195062e-05,2.0385473452165494e-07,6.453007883555717e-07,2.3559297340263553e-06,2.1523303709231664e-06,2.402642414125458e-07,8.754519765687723e-07,1.1441710988120752e-06,1.1886625320219314e-06,7.263566136021042e-07,6.91882578872271e-07,6.409997844017333e-07,1.255576854257777e-05,3.854819720298847e-07,1.1519750222434747e-06,2.1027665698129243e-07,7.38196043422011e-07,,,,,,,,,,,,,,,
89.0,3.5257068256113426e-07,6.529894162138456e-07,1.1933579274617056e-07,3.0691969162006884e-06,1.1280616766640348e-06,7.45077519089965e-07,9.820405199907213e-07,8.510578503689554e-07,3.56372334360513e-07,1.0085039219858107e-06,1.1820872010288209e-06,1.5099762745857455e-05,7.816503705845565e-07,1.235299341404959e-06,7.883935940281663e-08,3.3504403689528177e-06,1.121215587342281e-06,1.45723600098721e-06,7.018801831006477e-07,2.1113776798467228e-07,8.534724550690905e-07,8.947801775904864e-07,2.6406973568116703e-06,2.626059059647831e-06,3.2451751123179395e-06,1.0694407779936314e-06,8.283877393384972e-07,1.779615444478063e-06,1.110704207644033e-06,1.9354320842402406e-06,1.508375070692146e-07,1.979559833034702e-06,1.0621122425684482e-06,1.6331920463660345e-07,4.96751851583815e-07,1.8338031013142251e-06,7.450396068242001e-07,4.626213525203694e-07,5.614143930443497e-07,1.6984704583130762e-06,8.015651868670746e-07,-9.921785531109827e-08,2.5029904943426125e-07,4.18129459033207e-07,1.960184119987984e-06,2.3849123204822074e-06,1.8107111826691848e-06,1.3057644479057565e-07,1.6927625029621755e-06,4.051928446547971e-06,5.390529349360399e-07,1.2574849752759058e-06,5.598743893163813e-07,1.1812733748510172e-06,2.395911898654744e-06,2.7280238909245767e-06,2.399295851882293e-07,9.889668947244801e-07,5.205582339069382e-07,3.7677749142711114e-07,9.480678362022361e-07,2.5579059623681408e-06,1.1187398557559371e-06,7.092073648639941e-07,8.0902035891781e-07,1.1597125814392386e-05,1.2571319388661696e-06,3.4856611255552096e-06,4.4778692692623766e-07,4.5765143808146043e-07,2.4530325824188134e-07,2.289000566899104e-06,4.1113338634445643e-07,8.43238435460878e-06,1.671116358754916e-06,2.160550481266854e-06,1.5621732659675399e-06,7.825796352422692e-06,2.5029308761596284e-06,2.1570981716255615e-07,7.709821876070869e-06,7.162753018682383e-07,4.0071911044791394e-07,7.472158947570321e-06,2.123248312531393e-06,2.0129138024530077e-06,2.966823094096548e-06,1.157483550605103e-05,1.1765437253495665e-06,6.898725452427362e-07,1.0774622384467782e-06,9.348459834091622e-07,1.6419983203978736e-06,5.989336647536936e-06,4.013801661095233e-07,,,,,,,,,,,,,,,,,
90.0,1.6129518549707297e-06,7.906766367285647e-07,8.805369032477247e-07,2.8143314241251702e-06,3.9043424930850284e-07,6.735259795300383e-07,3.102281189047466e-06,1.0929280313758106e-06,5.80006958558455e-07,5.794776993189861e-06,1.1458074593852373e-06,4.874700065269786e-07,9.665731009965394e-07,2.5679259165353646e-07,1.0801207711934101e-06,6.234686349007037e-07,7.675214154647844e-07,5.02411821607174e-07,4.634678646049717e-07,4.6009392302217345e-07,6.325258803650009e-07,1.1121489542417295e-06,1.055508995359148e-06,7.54151283677665e-07,1.9320754361705585e-06,1.2010756423216245e-06,4.124162977355301e-06,9.670001353631592e-07,4.558345959604462e-06,2.356985235167386e-07,1.0969118340132397e-06,1.0459609184408895e-06,2.682299798794503e-06,4.0133036988497695e-06,1.1888466136225948e-06,1.0103985629458738e-06,1.2156966531045883e-06,4.4334838020150163e-07,8.616134121401471e-07,4.4071689046275743e-07,7.589034500992868e-07,1.1487804166312657e-06,1.6945739381569995e-05,2.7933470346053954e-06,9.31649855881013e-07,5.702223516287496e-06,8.159177954024652e-07,8.297826268405331e-07,4.485420983395841e-06,-2.218686959244273e-07,1.104309592109482e-06,1.1544860469737642e-06,1.765682493393407e-07,7.791903387787381e-07,2.147319085545698e-07,1.0966871605072256e-06,1.7147482619790686e-06,4.379072435933616e-07,2.3831690740801912e-07,7.436598373954463e-07,6.967471174065137e-07,2.2308920358590423e-06,5.091251162229917e-07,6.87516655408614e-07,1.3053927072028654e-07,5.6783407284904124e-06,4.5821903436650965e-07,1.769614330056084e-06,7.272975521965199e-07,1.1689687290210416e-07,1.1090695187565489e-07,9.007103302006235e-07,1.212816297783789e-06,5.21787101862833e-07,5.029615854454658e-07,1.267196810682395e-07,6.097261843611316e-07,1.0577958472644963e-06,1.119011705483596e-05,2.460165159542516e-07,2.33128584990274e-06,2.4191911657920765e-07,1.5264952683074184e-06,7.86535434647368e-07,1.5494686392152133e-06,2.459432166459084e-07,1.8128297145326472e-06,2.3281035234293363e-07,,,,,,,,,,,,,,,,,,,,,,,,
91.0,1.780126506818645e-06,1.2189478900875821e-06,8.456073982718943e-06,6.417910633816549e-07,1.374717235436001e-06,2.146956733824332e-07,7.697419761225506e-07,8.297742895868483e-07,8.829323002888485e-07,2.0996598023053427e-06,4.527307767477685e-07,2.6471210654735123e-06,9.107805629932593e-07,1.2301031755173686e-06,4.891276605850931e-07,3.764956841412846e-05,1.5758830161977068e-06,8.264411261321757e-07,8.390026185219343e-07,3.933456173779976e-07,5.719634485757439e-07,6.258298916182004e-07,5.891678222683568e-07,4.1520735495152876e-07,2.2360528070306995e-06,3.968956453429258e-06,9.80145456073227e-07,6.741490147324535e-07,1.4736731159777369e-06,1.252691848586583e-06,4.31742583054264e-06,1.7993891368205243e-06,6.350269205277779e-07,4.59630119778169e-06,2.027099265521845e-06,1.5761822363234158e-07,7.198881618984842e-07,2.563979089146457e-07,5.922464996596795e-07,1.1689327438993013e-05,9.680069629244561e-07,1.466503639218434e-06,6.942871278847143e-07,6.717514355129208e-07,1.0918020252857706e-06,7.952562999696812e-07,6.800160667661763e-07,1.4241759376938804e-06,9.123016455879741e-07,6.6870269987635e-07,5.429400817552163e-07,8.532445510759524e-07,7.887717850767109e-07,1.4342486348046667e-06,1.573566921654471e-06,7.781605903027398e-08,2.4148538185141613e-07,8.615593360453336e-07,8.318645839763989e-08,3.466277616734144e-06,1.3005230016863753e-06,1.2807843309530864e-05,1.4328457264816498e-06,6.675241993941314e-06,9.896701466415252e-06,4.242235590724003e-07,9.367910005887755e-07,9.733264339977569e-07,7.722563708983031e-07,1.7632800393826158e-05,6.372344371775979e-07,7.753811505132198e-07,1.084497590045946e-06,5.200073974629053e-07,6.4399848823418915e-06,1.712264708477042e-06,1.6438943719883249e-06,1.6143871995614312e-06,3.137875232112391e-05,8.625769681842793e-07,1.7234367139362515e-06,5.037787472721301e-07,1.000013769297586e-06,9.709371592185175e-07,9.423916068812426e-07,1.0684169666642298e-06,1.3246726035452512e-06,1.1158925131178312e-06,5.926954728192332e-06,1.8810179217158065e-06,1.3329640296152225e-06,,,,,,,,,,,,,,,,,,,,,
92.0,2.0146709247228833e-06,1.2933539909970725e-06,7.003453095607976e-07,9.17029039069237e-07,7.753121434113508e-07,9.55495409090748e-07,2.1514725365701175e-06,5.423496898006866e-07,2.03838199858578e-06,1.373214725256744e-06,1.8187338337143845e-06,3.0968036962712106e-06,6.194331803099795e-07,1.8655701515320873e-06,4.5732478063546095e-07,6.936034905948633e-07,1.4523109153708075e-06,2.541206863654505e-07,1.398994158081066e-06,2.2425849494558616e-06,6.264986623487078e-07,2.0302332453816776e-06,7.681266531308862e-07,1.0796597157826352e-06,-3.139194635677414e-09,7.857728285471141e-07,1.7958198993303336e-06,8.557247085283848e-07,2.6796135446899517e-06,9.007135047501614e-07,4.7561708333052313e-07,5.396590821901805e-07,1.1323903018612311e-06,7.250532411528185e-07,1.0225637977594868e-06,1.0732567760964189e-05,2.998277817066654e-06,6.213204386472416e-07,8.249661313899767e-07,1.713837689018795e-06,4.683110760920661e-07,1.274591526306853e-06,8.74597781857226e-08,1.331224518531807e-06,1.5084209898727025e-06,1.7384823951313066e-06,4.825114545426093e-07,1.0276551479900699e-06,1.218459661398608e-06,9.674328285737182e-07,1.577889498133932e-06,5.102863497053679e-07,2.4733266801616173e-07,2.1467042170427645e-05,1.100616733019967e-06,1.2261783237350751e-06,1.1344613481467123e-06,2.6626521943963927e-06,1.1032754448161185e-06,1.1673775263516624e-05,2.223791243247444e-06,5.113220255008049e-07,1.9239482272287506e-06,8.250627672674137e-07,5.732839118947019e-07,1.2369592218894083e-06,2.2520555519975145e-06,1.4281718357215666e-06,8.504586473546022e-07,6.724724901741403e-07,3.320790663147613e-05,6.852757524240629e-07,5.512951911419447e-07,1.8477088318925303e-07,1.616627116326923e-07,1.5548945535504545e-06,6.677312605292005e-07,7.708895626940362e-07,2.4271120003419857e-06,1.1043961173543092e-06,1.1992775753945835e-06,2.4626182025103967e-06,1.8532319303415728e-07,3.6495230033853766e-07,1.1239577519654624e-07,9.700197798351667e-07,1.0436751230309265e-05,6.641393189829502e-06,,,,,,,,,,,,,,,,,,,,,,,,
93.0,1.252565529041976e-06,4.560085498136613e-07,3.511144190402783e-06,7.310034101969355e-07,5.656772712510611e-07,1.0689740642337328e-06,2.12788774981364e-06,7.406641221682198e-07,3.004946713568182e-06,1.4258620931584337e-06,3.067382216498578e-06,2.8683492207387224e-06,7.366441351481142e-07,7.503220599151471e-07,1.0203656305850324e-06,6.638882339555457e-07,1.1474953080914261e-05,1.1470692786123645e-05,1.3131393860423918e-06,9.579235702430465e-07,3.2820708109301744e-06,6.804188223658877e-07,1.035936666516445e-06,9.622846664761909e-07,6.894874001913059e-05,2.1213543832207875e-06,2.3888026010156175e-06,1.202041220643749e-05,1.5847596019969003e-06,1.3337178412327206e-07,2.996976457620648e-07,1.1436598013391062e-06,1.6387270981387827e-06,1.9009077690875723e-05,8.601507671384606e-07,6.846453500178037e-06,1.306632333373883e-06,1.917370266580139e-06,1.1395816011839941e-06,1.1750152296977854e-06,5.375683756607246e-07,1.341104269303716e-06,1.8844159506381785e-07,1.680199680419637e-07,1.1837139035412815e-06,1.2907428754248014e-06,7.295864087965506e-06,1.1958584954371244e-06,1.4441767658603887e-06,1.2899087798757239e-07,4.969511265892725e-06,9.282993856949479e-07,5.896195077552457e-07,1.6121366463239706e-06,2.529030488164023e-06,3.0406253339764706e-06,2.894018456343378e-07,4.17471925072125e-06,3.0080659957812766e-06,9.345490864965182e-07,1.035743359012539e-06,4.308751685160707e-06,2.91181572212461e-06,1.8005741640038788e-05,1.1055982416359787e-06,2.6833391841042664e-06,2.324873399638626e-06,1.110640652370882e-06,2.5210439183608504e-06,6.239224754152689e-07,5.661064179465496e-07,7.035135616118746e-07,1.2308251200441495e-06,1.378034271880724e-06,2.74022377120644e-06,1.007415395161512e-06,1.7706397342147527e-07,8.771941686897272e-07,1.3350194777874153e-06,5.794560005698062e-07,2.3335481250949475e-06,2.2672765537220264e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,8.274144547111128e-07,5.3728786805643876e-05,2.896970135131435e-06,2.865452075270731e-06,2.3545958099624736e-06,7.699617803981085e-06,1.0065982078188316e-06,1.388766571638358e-06,1.3861125101045912e-06,3.2114297742784736e-06,9.849020976463899e-07,1.8084002656284497e-06,1.1158165016674266e-05,3.0284636387858337e-07,9.875591170952805e-07,1.008016867049131e-06,1.4904167299397898e-06,1.4633387499985088e-06,3.0887991693158017e-06,1.9983971189694188e-06,6.753346621056307e-07,8.665626933375223e-07,5.834513730875708e-07,2.3574656158909384e-05,5.65934803585691e-07,1.0043641672286671e-06,1.0897778256326644e-07,1.0628469994875358e-07,1.3797382209428054e-07,1.6538141792787406e-06,0.00013089141101976348,1.1621502514634879e-06,0.0001188169957160978,1.046149261048168e-06,5.818803001862238e-07,5.056450613629669e-07,1.2539386881688322e-06,1.3379041353003287e-05,1.7862595949257085e-07,1.3560634747459098e-06,2.449566087588631e-06,2.513571671880324e-06,2.030062971739149e-06,6.140993449742031e-07,2.561614998039093e-06,3.4225059690281988e-06,3.087776427956901e-06,1.6780695117068622e-06,8.963319446611975e-07,3.945568574807708e-07,1.4843027582051215e-06,9.915268417699333e-07,5.273498923651381e-07,4.988485719601072e-07,9.884695252932375e-07,1.3214517025367198e-06,5.342846815438939e-05,1.1302217760743979e-06,1.9494826459465125e-06,7.995442355893629e-07,8.489734715918293e-07,7.685645444483173e-07,1.525269183191108e-06,1.753667742110226e-06,7.827433969101237e-07,1.5596419702418517e-06,4.899602591231286e-07,3.7138970183503715e-06,2.185078230094633e-06,1.1730373926991488e-06,1.4482184955934906e-06,4.262236197886734e-06,1.6659587478301134e-06,2.9095490404178078e-06,4.3082834882427725e-06,1.5197901435059385e-06,1.0703599338957287e-05,1.94066198074296e-06,1.446779271507071e-06,6.513231026667193e-07,1.0186713520962299e-06,8.315307676546166e-07,7.689805036192548e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,7.780183190903429e-07,1.805225506911499e-06,6.882535805466579e-07,2.7846448229777273e-06,3.1927646366492438e-06,8.850157402848815e-06,1.0225099742993707e-05,5.645656866814844e-06,3.486639497609459e-06,1.2463684963969365e-06,1.3464552403751327e-06,2.0770309253241735e-06,1.3835557834368894e-06,1.0811601165189068e-05,9.376931662895749e-05,1.5542562771835696e-06,1.0626410338249856e-06,1.7220564411784208e-06,6.192461130396317e-06,2.6995868217634726e-06,2.5150841190964313e-06,1.8671417273963663e-06,9.550858615761764e-07,3.2177291697913464e-05,2.755985820120773e-06,1.0290043679417391e-06,2.483646591466794e-06,1.994399051858983e-05,5.892772906847574e-05,3.964946273215941e-06,5.65833908334193e-07,9.123060766784068e-07,1.5094401975367765e-05,5.101217564830722e-06,1.0206299030253352e-05,4.748961716451806e-06,9.039580705031966e-07,2.5648839642770387e-06,1.58305356470954e-06,7.813051892400065e-06,1.1698477967462258e-06,2.115609849051445e-06,1.5907497331113882e-06,1.3511906587072523e-07,3.859522203188308e-06,1.3496783308518402e-06,8.26178885743237e-07,3.3223349470506824e-06,5.625120749524614e-05,1.0760649475700157e-05,2.351279084807738e-05,1.4158185291988573e-06,1.3107638622315729e-06,5.279858166049528e-07,2.9770547456401772e-06,4.105253645722664e-06,2.3387959789576114e-06,3.3980304723469124e-06,1.7109946930274703e-06,5.52892888897887e-06,1.0281827586648815e-05,2.0881809656522646e-06,1.6103573705285198e-05,1.0191333667681863e-06,1.4782179896140238e-05,1.4130937997899073e-06,4.97210853901613e-06,2.813477289954461e-06,1.2022431344952886e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,1.7896674946142888e-07,1.105662816538508e-06,4.053790202083054e-06,9.7843291207545e-07,4.778248644713997e-05,1.7162802193493824e-06,6.571506711865753e-06,1.8029033022118398e-06,2.5736091936525144e-05,1.469435230231655e-06,2.1034818683078448e-05,1.1764004634958264e-06,4.07100067940465e-06,1.574487566529443e-06,1.2482132157595621e-06,1.3330481857278257e-06,1.9138191820645152e-06,0.00013568905315144416,2.2582857830352474e-06,0.00027536103133006865,1.5639460272164825e-06,0.00017812122796554027,3.85301303621402e-06,3.991988139819424e-06,4.22239048706757e-06,2.085836796665233e-06,1.140653698566642e-06,1.521242437508027e-06,5.4892009405181075e-06,2.4676134780123657e-06,4.851792587181511e-06,9.147777559106741e-05,4.923663029366337e-05,6.32094231006003e-06,8.152641625485823e-06,4.0275824370258624e-05,1.7581192315867397e-05,2.885709086352728e-05,1.2675761588842044e-06,1.0880055777799555e-05,2.1167625622217644e-06,1.9412423651030784e-06,1.7343723646448684e-06,4.0177661200977635e-06,4.2190426476714294e-06,3.3918288981687636e-05,1.3836297068806955e-06,3.22859967948987e-06,7.711563568287528e-06,5.100339894089166e-06,3.0187775558444e-06,1.0532475027302297e-06,7.964163281281676e-06,3.0337474953009953e-05,2.2079671214637915e-06,1.7978975652320215e-05,2.1941204358247115e-06,5.213600409428979e-05,4.625720650052761e-05,5.991984056288679e-06,5.047379654317474e-06,3.7589284893336916e-06,7.772652859731722e-07,1.8821536578358647e-06,1.7421167655247953e-06,1.5681927632559543e-05,1.7137331729669839e-06,7.864539614714545e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,2.175295577399692e-07,1.5007253440963342e-05,0.00011589551456366124,8.99140513760364e-05,7.851023699843432e-06,7.304054420101955e-06,9.583045238035917e-05,2.6922407159594913e-05,2.022727891115095e-06,2.1481163192379775e-06,5.529258038026886e-05,1.3095136380824676e-05,2.3737983510813652e-06,3.811645896794326e-06,9.288510135070223e-07,2.9830539955298483e-06,2.121181960777147e-05,2.2910379526171323e-06,1.5630940400966873e-05,1.9696897861108293e-05,1.0712198971728206e-05,3.904392298923626e-05,2.027593091857474e-06,4.226044442597226e-06,9.277388974929375e-06,2.9438721158058436e-05,4.170202023893905e-06,3.0796795818471514e-05,0.00013484605257724414,3.2060953866820916e-06,5.525544146032941e-06,2.467776150712379e-05,3.373328018047793e-06,3.906093495174477e-06,4.556131430910696e-06,1.4894776650106655e-05,2.279143019809534e-06,4.0721177987285574e-05,4.406474221968498e-06,8.634292148218873e-05,1.8548027981343244e-07,4.850661451810798e-05,1.1621135653646506e-05,4.5529616360844075e-05,6.76835874659968e-06,2.7209160789719196e-06,2.175356974361251e-06,6.878773419074419e-05,9.205093876053497e-06,2.301730211911365e-06,2.265386579955314e-06,0.00018737882767913146,3.343574583985533e-06,2.5635490664603412e-06,1.3288715220138023e-06,2.922240449892073e-05,1.059466160833514e-05,8.23131670104332e-05,2.0339461405548813e-06,1.0643181760046856e-05,4.072194760213461e-06,2.369773025841988e-05,5.278718152324079e-06,6.0407466420820496e-06,2.1358504257153456e-05,4.932146223720618e-05,6.308914105331896e-06,2.3052519877059217e-06,8.702338215675089e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,3.676253113965257e-06,2.8295794084369294e-05,7.813406389939724e-05,3.17232489160737e-06,2.9794725328720747e-05,3.292474179765529e-05,1.7926278540841424e-05,2.5347380748967295e-06,1.8787669665660654e-05,1.9301464622684128e-05,5.6737564832371774e-05,4.501791304931356e-06,2.4219759834343576e-05,1.59724622133318e-05,8.175440922627337e-06,3.810055672151706e-06,3.173141702229366e-05,3.720890354905827e-05,2.1886977458673175e-05,7.60221925553238e-05,2.8448808479784828e-05,1.1987251710904194e-05,3.798811510264869e-05,9.718003502267114e-05,1.0544637789654227e-06,3.6640062920196765e-06,6.811981593846976e-05,1.0188261408611001e-05,7.626445631388791e-05,0.00018256868499937559,6.302114891286635e-05,4.16468687263922e-06,3.142216542334922e-05,0.00030481799560182356,4.622281943941925e-06,1.703446344941811e-05,3.940306414453044e-06,2.5924689614644757e-06,7.206321423747106e-05,6.737359065150602e-05,5.575680400579607e-05,3.222637948729264e-05,8.16108024276341e-06,4.1481307171025745e-06,8.743560917923023e-06,5.199968962986703e-05,9.604961201250937e-05,2.0860001967344084e-05,1.0458257994810242e-05,3.433981940044955e-06,7.148266643346542e-06,2.091522158943226e-05,8.832937227986838e-06,9.804849843226028e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,1.738599702650992e-05,5.438806166797819e-05,0.00017527220736527724,3.752154968422988e-06,2.9229636240131585e-05,9.447306852228861e-05,7.178410525079941e-05,0.00014478159234194787,9.178401203357883e-05,2.6039981503242633e-05,4.4565218426217507e-05,4.655602529810306e-05,3.819123894307996e-05,5.554401819371183e-05,2.786171299115897e-05,4.99708739500832e-05,9.6268885092167e-05,9.80139467271987e-05,3.583333039743775e-05,2.2757509398707432e-05,7.439357660902494e-05,3.439725192952384e-05,2.189173332119642e-06,3.610345476455815e-05,3.090701220356389e-05,1.678741098232574e-05,0.00011818029735780132,2.2826080491949125e-07,5.186629450975583e-07,0.00030717699205450087,0.00011053298175841289,0.00022400929836773037,2.6017984788500596e-05,4.278456188167411e-05,0.00013948370839389273,4.7403018910199104e-05,2.0890528776533263e-05,3.977537770173106e-05,8.013506509402493e-05,0.00013875641679768252,2.8905766886031842e-05,3.15436070474777e-05,3.332404457197073e-05,0.00013260829307445684,1.0247133043447634e-05,2.518546196738389e-05,1.3015596711700764e-05,7.671718397692838e-05,1.1020629180267883e-05,5.269771784118442e-05,3.647769343963216e-05,6.652946438508774e-05,1.2791244150189252e-05,4.869223968050261e-05,3.2611355781907146e-05,2.0696706548645464e-05,0.00011860757522019276,0.00019940691222160105,1.2446258982842217e-05,5.531543832935035e-05,1.0052333615029356e-05,8.125879177148221e-05,0.00023419636648805403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,3.672556583659859e-05,0.00040330987895692306,8.065537781610148e-05,8.800754489664991e-05,0.000167558893453025,0.00012671268451075305,7.593375443051808e-05,2.147136925749566e-05,5.674526795395983e-05,3.965218286625428e-05,0.00022085982209785676,0.00011877263548466639,0.0001701444276718515,3.688371200511267e-05,0.00039875367191220373,3.8158996135743766e-05,0.0002723084887898112,4.480809244277725e-05,9.535891567308044e-05,2.3116561153620655e-06,0.00010382840682502691,5.977861706298678e-05,8.433165413556863e-05,0.00010561654483471035,0.00010706236408175312,0.00011877242487558217,0.00015658610570502105,5.3161665378839145e-05,0.00010485669086360883,5.4202857730886405e-05,7.5238292760567e-05,4.579619763757048e-05,3.7892598069348314e-05,0.0001019386360168672,0.0001519311665463225,5.9905741610874385e-05,0.00015825182796570664,3.8836770388579866e-05,7.234781235677772e-05,4.827660673408206e-05,7.010317795513007e-05,0.00010625515884193511,8.020800934713819e-05,0.00015100727767408648,4.8141415060099814e-05,6.84526782419887e-05,3.9372399567656904e-05,6.943275621072751e-05,8.969278400623218e-05,3.3591422374776326e-05,3.88833878328083e-05,4.3475099759448924e-05,3.65381334081074e-05,3.0358048391850145e-05,3.592783783668888e-05,0.00013517203932530495,6.8351815729913e-05,7.726569586232475e-05,9.605776438812759e-05,3.513710983639445e-05,3.969288720483075e-05,0.00015571103984694318,0.0003284976391500895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
